episode,scenario_id,scenario_type,epsilon,episode_reward,episode_length,done_reason,success
1668,6,maze,0.434218,133.4,22,goal,1
1669,6,maze,0.434001,130.7,31,goal2,1
1670,4,maze,0.433784,126.8,24,goal,1
1671,2,maze,0.433567,140.9,17,goal2,1
1672,0,maze,0.43335,34.0,180,goal,1
1673,6,maze,0.433134,120.8,64,goal2,1
1674,3,maze,0.432917,143.5,15,goal,1
1675,0,maze,0.432701,118.3,59,goal,1
1676,2,maze,0.432484,136.0,20,goal2,1
1677,4,maze,0.432268,140.9,17,goal,1
1678,0,maze,0.432052,125.5,35,goal,1
1679,3,maze,0.431836,133.4,22,goal2,1
1680,2,maze,0.43162,136.0,20,goal,1
1681,5,maze,0.431404,112.1,53,goal2,1
1682,5,maze,0.431188,123.7,41,goal2,1
1683,5,maze,0.430973,141.2,16,goal,1
1684,2,maze,0.430757,133.9,27,goal,1
1685,4,maze,0.430542,133.0,30,goal2,1
1686,3,maze,0.430327,114.8,44,goal2,1
1687,6,maze,0.430111,138.0,20,goal2,1
1688,5,maze,0.429896,116.3,39,goal,1
1689,2,maze,0.429681,137.7,21,goal2,1
1690,0,maze,0.429467,137.7,21,goal,1
1691,5,maze,0.429252,134.3,19,goal2,1
1692,1,maze,0.429037,127.8,34,goal,1
1693,3,maze,0.428823,138.6,18,goal,1
1694,0,maze,0.428608,125.5,35,goal2,1
1695,4,maze,0.428394,134.5,25,goal2,1
1696,4,maze,0.42818,131.5,35,goal2,1
1697,2,maze,0.427966,126.1,33,goal2,1
1698,4,maze,0.427752,138.8,24,goal,1
1699,1,maze,0.427538,133.0,30,goal,1
1700,5,maze,0.427324,111.6,48,goal2,1
1701,0,maze,0.42711,112.8,44,goal,1
1702,5,maze,0.426897,134.8,24,goal,1
1703,6,maze,0.426683,83.2,96,goal2,1
1704,3,maze,0.42647,136.0,20,goal2,1
1705,5,maze,0.426257,140.3,19,goal2,1
1706,2,maze,0.426044,133.4,22,goal,1
1707,5,maze,0.425831,135.4,22,goal2,1
1708,3,maze,0.425618,145.2,16,goal,1
1709,0,maze,0.425405,134.0,20,goal2,1
1710,1,maze,0.425192,121.8,34,goal2,1
1711,0,maze,0.42498,140.3,19,goal2,1
1712,0,maze,0.424767,-313.0,450,timeout,0
1713,2,maze,0.424555,122.8,24,goal2,1
1714,3,maze,0.424343,114.6,38,goal2,1
1715,0,maze,0.42413,116.2,46,goal,1
1716,0,maze,0.423918,95.3,89,goal,1
1717,1,maze,0.423706,136.9,17,goal2,1
1718,4,maze,0.423494,138.3,19,goal,1
1719,1,maze,0.423283,94.7,111,goal2,1
1720,3,maze,0.423071,124.7,31,goal2,1
1721,3,maze,0.42286,121.3,29,goal2,1
1722,2,maze,0.422648,131.4,22,goal2,1
1723,5,maze,0.422437,106.5,45,goal2,1
1724,5,maze,0.422226,131.9,27,goal2,1
1725,5,maze,0.422014,137.2,16,goal2,1
1726,4,maze,0.421803,124.6,38,goal2,1
1727,3,maze,0.421593,144.6,18,goal2,1
1728,4,maze,0.421382,138.3,19,goal2,1
1729,5,maze,0.421171,100.7,51,goal,1
1730,5,maze,0.42096,118.1,33,goal2,1
1731,1,maze,0.42075,137.1,23,goal2,1
1732,3,maze,0.42054,130.7,31,goal2,1
1733,5,maze,0.420329,137.2,16,goal2,1
1734,0,maze,0.420119,128.9,37,goal,1
1735,6,maze,0.419909,118.1,53,goal2,1
1736,3,maze,0.419699,104.7,51,goal,1
1737,4,maze,0.419489,131.6,28,goal,1
1738,3,maze,0.41928,131.9,27,goal,1
1739,2,maze,0.41907,137.2,16,goal2,1
1740,0,maze,0.41886,110.3,59,goal,1
1741,5,maze,0.418651,127.3,29,goal2,1
1742,2,maze,0.418442,130.8,24,goal,1
1743,1,maze,0.418232,132.9,37,goal,1
1744,3,maze,0.418023,131.6,28,goal2,1
1745,3,maze,0.417814,112.1,53,goal,1
1746,1,maze,0.417605,115.7,61,goal2,1
1747,6,maze,0.417397,125.5,35,goal,1
1748,2,maze,0.417188,134.5,25,goal2,1
1749,0,maze,0.416979,69.3,109,goal,1
1750,5,maze,0.416771,130.2,26,goal2,1
1751,2,maze,0.416562,115.1,43,goal2,1
1752,4,maze,0.416354,117.0,50,goal2,1
1753,5,maze,0.416146,137.4,22,goal,1
1754,2,maze,0.415938,140.0,20,goal2,1
1755,0,maze,0.41573,-295.0,450,timeout,0
1756,3,maze,0.415522,131.9,27,goal,1
1757,2,maze,0.415314,136.3,19,goal,1
1758,1,maze,0.415107,132.8,24,goal,1
1759,0,maze,0.414899,114.8,64,goal,1
1760,6,maze,0.414692,102.2,66,goal,1
1761,6,maze,0.414484,130.4,32,goal,1
1762,3,maze,0.414277,139.7,21,goal2,1
1763,0,maze,0.41407,94.1,73,goal,1
1764,5,maze,0.413863,126.6,38,goal2,1
1765,1,maze,0.413656,141.1,23,goal2,1
1766,5,maze,0.413449,92.0,100,goal2,1
1767,5,maze,0.413242,139.5,15,goal2,1
1768,4,maze,0.413036,138.8,24,goal2,1
1769,0,maze,0.412829,61.7,141,goal,1
1770,0,maze,0.412623,133.5,35,goal,1
1771,6,maze,0.412417,71.7,141,goal2,1
1772,2,maze,0.41221,146.4,12,goal2,1
1773,1,maze,0.412004,124.6,38,goal,1
1774,1,maze,0.411798,132.2,26,goal2,1
1775,6,maze,0.411592,86.0,100,goal2,1
1776,4,maze,0.411387,109.8,54,goal2,1
1777,1,maze,0.411181,130.7,31,goal2,1
1778,0,maze,0.410975,29.4,202,goal,1
1779,6,maze,0.41077,130.3,19,goal2,1
1780,6,maze,0.410564,125.6,48,goal2,1
1781,4,maze,0.410359,125.1,43,goal2,1
1782,1,maze,0.410154,127.3,29,goal2,1
1783,4,maze,0.409949,138.7,31,goal2,1
1784,1,maze,0.409744,111.9,47,goal2,1
1785,6,maze,0.409539,131.6,28,goal,1
1786,6,maze,0.409334,142.6,18,goal,1
1787,1,maze,0.40913,142.6,18,goal2,1
1788,2,maze,0.408925,138.3,19,goal,1
1789,6,maze,0.408721,136.8,24,goal,1
1790,1,maze,0.408516,135.1,23,goal2,1
1791,6,maze,0.408312,76.6,78,goal2,1
1792,4,maze,0.408108,133.0,30,goal,1
1793,0,maze,0.407904,127.6,28,goal2,1
1794,2,maze,0.4077,136.6,18,goal,1
1795,6,maze,0.407496,129.3,29,goal,1
1796,1,maze,0.407292,132.4,32,goal,1
1797,1,maze,0.407088,132.1,33,goal,1
1798,4,maze,0.406885,135.2,36,goal2,1
1799,2,maze,0.406682,131.4,22,goal,1
1800,6,maze,0.406478,123.9,47,goal2,1
1801,1,maze,0.406275,143.7,21,goal,1
1802,0,maze,0.406072,134.2,26,goal,1
1803,5,maze,0.405869,137.2,16,goal2,1
1804,6,maze,0.405666,50.8,184,goal2,1
1805,0,maze,0.405463,72.9,117,goal,1
1806,1,maze,0.40526,135.1,23,goal,1
1807,0,maze,0.405058,117.9,67,goal,1
1808,2,maze,0.404855,125.8,34,goal2,1
1809,6,maze,0.404653,109.9,67,goal2,1
1810,6,maze,0.40445,104.7,91,goal2,1
1811,1,maze,0.404248,125.9,27,goal2,1
1812,4,maze,0.404046,130.4,32,goal2,1
1813,2,maze,0.403844,138.9,17,goal2,1
1814,0,maze,0.403642,133.4,22,goal2,1
1815,1,maze,0.40344,130.7,31,goal2,1
1816,2,maze,0.403239,140.9,17,goal,1
1817,0,maze,0.403037,105.2,56,goal,1
1818,1,maze,0.402835,129.7,41,goal,1
1819,5,maze,0.402634,140.3,19,goal2,1
1820,3,maze,0.402433,139.7,21,goal,1
1821,4,maze,0.402231,133.3,29,goal,1
1822,0,maze,0.40203,-39.4,298,goal2,1
1823,5,maze,0.401829,129.1,23,goal2,1
1824,0,maze,0.401628,141.2,16,goal2,1
1825,3,maze,0.401428,117.5,35,goal2,1
1826,3,maze,0.401227,139.7,21,goal2,1
1827,6,maze,0.401026,115.1,43,goal2,1
1828,2,maze,0.400826,138.3,19,goal2,1
1829,4,maze,0.400625,130.5,25,goal,1
1830,4,maze,0.400425,143.2,16,goal,1
1831,0,maze,0.400225,132.4,32,goal,1
1832,3,maze,0.400025,141.2,16,goal,1
1833,4,maze,0.399825,130.4,32,goal2,1
1834,1,maze,0.399625,129.0,30,goal,1
1835,4,maze,0.399425,136.6,18,goal,1
1836,0,maze,0.399225,136.0,20,goal2,1
1837,5,maze,0.399026,143.5,15,goal2,1
1838,6,maze,0.398826,127.3,29,goal,1
1839,6,maze,0.398627,123.4,42,goal2,1
1840,5,maze,0.398427,139.5,15,goal2,1
1841,4,maze,0.398228,143.2,16,goal,1
1842,2,maze,0.398029,140.6,18,goal,1
1843,3,maze,0.39783,132.5,25,goal2,1
1844,5,maze,0.397631,141.2,16,goal2,1
1845,0,maze,0.397432,119.7,41,goal,1
1846,0,maze,0.397234,126.7,31,goal,1
1847,3,maze,0.397035,128.1,33,goal2,1
1848,6,maze,0.396836,130.4,32,goal,1
1849,3,maze,0.396638,135.7,21,goal2,1
1850,3,maze,0.39644,138.0,20,goal2,1
1851,5,maze,0.396241,136.9,17,goal2,1
1852,0,maze,0.396043,137.7,21,goal,1
1853,3,maze,0.395845,131.4,22,goal2,1
1854,5,maze,0.395647,139.2,16,goal,1
1855,3,maze,0.39545,138.9,17,goal2,1
1856,0,maze,0.395252,130.2,26,goal,1
1857,0,maze,0.395054,134.5,25,goal,1
1858,2,maze,0.394857,139.5,15,goal,1
1859,4,maze,0.394659,144.6,18,goal2,1
1860,1,maze,0.394462,136.8,24,goal2,1
1861,0,maze,0.394265,80.1,93,goal,1
1862,1,maze,0.394068,134.5,25,goal2,1
1863,2,maze,0.393871,138.3,19,goal2,1
1864,4,maze,0.393674,142.5,25,goal2,1
1865,5,maze,0.393477,145.2,16,goal2,1
1866,4,maze,0.39328,128.0,40,goal2,1
1867,4,maze,0.393083,131.4,22,goal,1
1868,5,maze,0.392887,126.1,33,goal2,1
1869,2,maze,0.39269,136.0,20,goal,1
1870,3,maze,0.392494,140.0,20,goal,1
1871,4,maze,0.392298,142.3,19,goal2,1
1872,4,maze,0.392102,84.3,79,goal,1
1873,2,maze,0.391906,136.6,18,goal,1
1874,3,maze,0.39171,138.2,26,goal2,1
1875,4,maze,0.391514,120.4,32,goal2,1
1876,4,maze,0.391318,133.6,28,goal2,1
1877,3,maze,0.391122,129.0,30,goal2,1
1878,0,maze,0.390927,141.7,21,goal,1
1879,6,maze,0.390731,139.4,22,goal2,1
1880,5,maze,0.390536,140.3,19,goal2,1
1881,0,maze,0.390341,131.9,27,goal,1
1882,6,maze,0.390146,131.3,29,goal,1
1883,5,maze,0.389951,144.1,13,goal2,1
1884,5,maze,0.389756,134.0,20,goal2,1
1885,6,maze,0.389561,139.7,21,goal2,1
1886,4,maze,0.389366,125.8,34,goal2,1
1887,5,maze,0.389171,130.7,31,goal2,1
1888,6,maze,0.388977,122.5,45,goal2,1
1889,1,maze,0.388782,129.2,36,goal,1
1890,3,maze,0.388588,134.3,19,goal2,1
1891,3,maze,0.388393,131.4,22,goal,1
1892,1,maze,0.388199,96.9,77,goal,1
1893,3,maze,0.388005,130.2,26,goal2,1
1894,2,maze,0.387811,141.4,22,goal2,1
1895,6,maze,0.387617,127.6,28,goal,1
1896,3,maze,0.387423,137.7,21,goal2,1
1897,3,maze,0.38723,114.4,52,goal,1
1898,3,maze,0.387036,119.5,35,goal2,1
1899,5,maze,0.386843,136.0,20,goal2,1
1900,0,maze,0.386649,133.9,27,goal,1
1901,2,maze,0.386456,129.6,28,goal2,1
1902,3,maze,0.386263,125.5,35,goal,1
1903,2,maze,0.386069,141.8,14,goal2,1
1904,5,maze,0.385876,132.5,25,goal,1
1905,2,maze,0.385683,129.7,21,goal,1
1906,2,maze,0.385491,143.8,14,goal2,1
1907,1,maze,0.385298,123.0,30,goal,1
1908,5,maze,0.385105,134.3,19,goal2,1
1909,3,maze,0.384913,143.5,15,goal,1
1910,0,maze,0.38472,129.3,29,goal,1
1911,0,maze,0.384528,124.7,31,goal,1
1912,6,maze,0.384336,138.2,26,goal,1
1913,0,maze,0.384143,127.3,29,goal,1
1914,0,maze,0.383951,119.7,41,goal,1
1915,3,maze,0.383759,128.7,31,goal2,1
1916,0,maze,0.383568,143.5,15,goal,1
1917,5,maze,0.383376,136.0,20,goal2,1
1918,5,maze,0.383184,115.1,43,goal2,1
1919,2,maze,0.382992,143.5,15,goal,1
1920,6,maze,0.382801,121.3,49,goal2,1
1921,1,maze,0.38261,133.3,29,goal2,1
1922,4,maze,0.382418,135.3,29,goal2,1
1923,0,maze,0.382227,125.2,36,goal,1
1924,4,maze,0.382036,115.8,54,goal2,1
1925,4,maze,0.381845,123.7,41,goal2,1
1926,4,maze,0.381654,135.9,27,goal2,1
1927,2,maze,0.381463,134.2,26,goal2,1
1928,5,maze,0.381272,125.3,29,goal2,1
1929,0,maze,0.381082,121.5,55,goal2,1
1930,3,maze,0.380891,144.3,19,goal,1
1931,2,maze,0.380701,135.9,27,goal,1
1932,6,maze,0.38051,121.8,34,goal,1
1933,5,maze,0.38032,134.8,24,goal2,1
1934,6,maze,0.38013,120.7,51,goal2,1
1935,3,maze,0.37994,127.2,36,goal,1
1936,6,maze,0.37975,86.7,111,goal2,1
1937,5,maze,0.37956,126.8,24,goal2,1
1938,0,maze,0.37937,137.1,23,goal2,1
1939,2,maze,0.379181,127.3,29,goal2,1
1940,4,maze,0.378991,132.0,20,goal,1
1941,2,maze,0.378802,133.7,21,goal,1
1942,2,maze,0.378612,138.9,17,goal2,1
1943,0,maze,0.378423,135.7,21,goal,1
1944,4,maze,0.378234,123.4,42,goal2,1
1945,4,maze,0.378045,132.1,33,goal2,1
1946,1,maze,0.377856,128.1,33,goal2,1
1947,1,maze,0.377667,135.6,28,goal2,1
1948,5,maze,0.377478,129.0,30,goal2,1
1949,3,maze,0.377289,126.3,39,goal,1
1950,1,maze,0.3771,139.7,21,goal,1
1951,6,maze,0.376912,98.9,77,goal,1
1952,0,maze,0.376723,119.5,35,goal,1
1953,2,maze,0.376535,128.4,32,goal,1
1954,6,maze,0.376347,135.9,27,goal,1
1955,4,maze,0.376159,137.3,29,goal2,1
1956,2,maze,0.375971,130.8,24,goal,1
1957,0,maze,0.375783,122.9,37,goal,1
1958,6,maze,0.375595,138.9,17,goal2,1
1959,2,maze,0.375407,146.4,12,goal2,1
1960,4,maze,0.375219,126.3,39,goal2,1
1961,1,maze,0.375032,132.1,33,goal,1
1962,6,maze,0.374844,120.2,46,goal2,1
1963,3,maze,0.374657,140.0,20,goal2,1
1964,6,maze,0.374469,132.5,25,goal,1
1965,4,maze,0.374282,141.7,21,goal2,1
1966,6,maze,0.374095,106.6,78,goal2,1
1967,6,maze,0.373908,135.6,28,goal2,1
1968,4,maze,0.373721,129.2,36,goal2,1
1969,4,maze,0.373534,127.3,29,goal2,1
1970,5,maze,0.373347,126.1,33,goal2,1
1971,5,maze,0.373161,132.0,20,goal2,1
1972,4,maze,0.372974,122.4,52,goal2,1
1973,0,maze,0.372788,132.0,40,goal,1
1974,4,maze,0.372601,134.5,25,goal2,1
1975,5,maze,0.372415,140.5,25,goal,1
1976,6,maze,0.372229,138.3,19,goal,1
1977,5,maze,0.372042,127.4,22,goal,1
1978,2,maze,0.371856,142.9,17,goal2,1
1979,0,maze,0.371671,99.3,69,goal,1
1980,1,maze,0.371485,142.3,19,goal2,1
1981,2,maze,0.371299,131.1,23,goal,1
1982,5,maze,0.371113,140.3,19,goal2,1
1983,6,maze,0.370928,140.3,19,goal,1
1984,2,maze,0.370742,143.5,15,goal2,1
1985,2,maze,0.370557,137.6,28,goal2,1
1986,2,maze,0.370372,129.1,23,goal,1
1987,0,maze,0.370186,139.4,22,goal,1
1988,1,maze,0.370001,134.6,18,goal2,1
1989,6,maze,0.369816,132.8,24,goal2,1
1990,1,maze,0.369631,136.0,20,goal2,1
1991,4,maze,0.369447,131.5,35,goal2,1
1992,5,maze,0.369262,137.4,22,goal2,1
1993,3,maze,0.369077,134.5,25,goal2,1
1994,0,maze,0.368893,142.6,18,goal,1
1995,1,maze,0.368708,131.8,34,goal2,1
1996,5,maze,0.368524,145.8,14,goal,1
1997,5,maze,0.36834,136.6,18,goal2,1
1998,0,maze,0.368156,130.5,25,goal,1
1999,0,maze,0.367971,141.4,22,goal,1
2000,5,maze,0.367787,134.9,17,goal2,1
2001,4,maze,0.367604,118.5,45,goal2,1
2002,1,maze,0.36742,127.2,36,goal,1
2003,3,maze,0.367236,140.6,18,goal2,1
2004,3,maze,0.367052,132.1,33,goal2,1
2005,3,maze,0.366869,138.0,20,goal2,1
2006,2,maze,0.366685,141.2,16,goal2,1
2007,1,maze,0.366502,139.1,23,goal2,1
2008,2,maze,0.366319,140.3,19,goal2,1
2009,2,maze,0.366136,140.9,17,goal2,1
2010,5,maze,0.365953,138.9,17,goal,1
2011,2,maze,0.36577,136.6,18,goal2,1
2012,6,maze,0.365587,135.7,21,goal2,1
2013,4,maze,0.365404,131.3,29,goal2,1
2014,4,maze,0.365221,135.6,28,goal2,1
2015,0,maze,0.365039,141.1,23,goal,1
2016,0,maze,0.364856,123.1,43,goal,1
2017,1,maze,0.364674,132.7,31,goal2,1
2018,1,maze,0.364491,131.5,35,goal2,1
2019,6,maze,0.364309,133.4,22,goal2,1
2020,4,maze,0.364127,138.8,24,goal2,1
2021,0,maze,0.363945,137.7,21,goal,1
2022,5,maze,0.363763,142.9,17,goal,1
2023,0,maze,0.363581,142.6,18,goal,1
2024,2,maze,0.363399,138.9,17,goal2,1
2025,3,maze,0.363218,146.4,12,goal2,1
2026,5,maze,0.363036,135.7,21,goal,1
2027,3,maze,0.362854,138.0,20,goal2,1
2028,3,maze,0.362673,135.3,29,goal,1
2029,4,maze,0.362492,137.6,28,goal2,1
2030,3,maze,0.36231,135.7,21,goal2,1
2031,3,maze,0.362129,133.4,22,goal,1
2032,2,maze,0.361948,140.6,18,goal2,1
2033,1,maze,0.361767,135.3,29,goal2,1
2034,6,maze,0.361586,135.9,27,goal2,1
2035,4,maze,0.361406,141.2,16,goal,1
2036,0,maze,0.361225,121.0,50,goal,1
2037,2,maze,0.361044,140.6,18,goal,1
2038,3,maze,0.360864,129.5,35,goal,1
2039,0,maze,0.360683,141.4,22,goal,1
2040,2,maze,0.360503,127.1,23,goal2,1
2041,5,maze,0.360323,138.9,17,goal2,1
2042,5,maze,0.360143,124.3,39,goal2,1
2043,4,maze,0.359962,135.9,27,goal2,1
2044,3,maze,0.359783,136.0,20,goal,1
2045,4,maze,0.359603,140.5,25,goal2,1
2046,5,maze,0.359423,144.1,13,goal2,1
2047,2,maze,0.359243,143.2,16,goal2,1
2048,0,maze,0.359063,128.4,32,goal,1
2049,1,maze,0.358884,137.7,21,goal2,1
2050,3,maze,0.358705,139.1,23,goal2,1
2051,4,maze,0.358525,122.3,39,goal2,1
2052,0,maze,0.358346,107.5,55,goal,1
2053,0,maze,0.358167,125.5,35,goal,1
2054,1,maze,0.357988,140.6,18,goal2,1
2055,2,maze,0.357809,135.9,27,goal,1
2056,1,maze,0.35763,130.4,32,goal2,1
2057,6,maze,0.357451,129.0,30,goal2,1
2058,1,maze,0.357272,139.4,22,goal,1
2059,6,maze,0.357094,132.5,25,goal2,1
2060,2,maze,0.356915,141.1,23,goal,1
2061,2,maze,0.356737,145.8,14,goal2,1
2062,2,maze,0.356558,139.2,16,goal2,1
2063,0,maze,0.35638,120.0,40,goal,1
2064,0,maze,0.356202,140.9,17,goal,1
2065,3,maze,0.356024,136.3,19,goal2,1
2066,5,maze,0.355846,145.2,16,goal2,1
2067,3,maze,0.355668,101.1,63,goal,1
2068,1,maze,0.35549,135.1,23,goal2,1
2069,1,maze,0.355312,129.0,30,goal2,1
2070,3,maze,0.355134,129.7,21,goal2,1
2071,4,maze,0.354957,134.4,32,goal2,1
2072,5,maze,0.354779,142.6,18,goal,1
2073,1,maze,0.354602,132.8,24,goal,1
2074,4,maze,0.354425,137.1,23,goal2,1
2075,4,maze,0.354247,119.4,42,goal2,1
2076,6,maze,0.35407,135.3,29,goal2,1
2077,5,maze,0.353893,115.0,50,goal2,1
2078,6,maze,0.353716,138.4,32,goal2,1
2079,2,maze,0.35354,142.9,17,goal2,1
2080,0,maze,0.353363,137.6,28,goal,1
2081,3,maze,0.353186,136.0,20,goal2,1
2082,6,maze,0.353009,140.6,18,goal2,1
2083,5,maze,0.352833,126.7,31,goal,1
2084,0,maze,0.352657,142.0,20,goal,1
2085,3,maze,0.35248,130.5,25,goal2,1
2086,0,maze,0.352304,137.7,21,goal,1
2087,3,maze,0.352128,130.5,25,goal,1
2088,0,maze,0.351952,129.9,27,goal,1
2089,6,maze,0.351776,144.0,20,goal,1
2090,2,maze,0.3516,136.8,24,goal,1
2091,4,maze,0.351424,131.2,36,goal2,1
2092,3,maze,0.351248,121.3,49,goal,1
2093,4,maze,0.351073,134.2,26,goal2,1
2094,3,maze,0.350897,142.0,20,goal,1
2095,5,maze,0.350722,132.3,19,goal2,1
2096,5,maze,0.350546,126.4,32,goal,1
2097,3,maze,0.350371,137.4,22,goal,1
2098,2,maze,0.350196,135.4,22,goal,1
2099,0,maze,0.350021,134.8,24,goal2,1
2100,3,maze,0.349846,136.9,17,goal,1
2101,0,maze,0.349671,136.4,32,goal,1
2102,2,maze,0.349496,141.2,16,goal2,1
2103,1,maze,0.349321,137.9,27,goal2,1
2104,6,maze,0.349147,126.9,37,goal2,1
2105,4,maze,0.348972,131.8,34,goal2,1
2106,3,maze,0.348798,138.9,17,goal,1
2107,6,maze,0.348623,140.6,18,goal2,1
2108,5,maze,0.348449,136.2,26,goal,1
2109,2,maze,0.348275,143.8,14,goal2,1
2110,0,maze,0.348101,135.1,23,goal,1
2111,3,maze,0.347927,136.0,20,goal2,1
2112,6,maze,0.347753,142.3,19,goal2,1
2113,0,maze,0.347579,129.0,30,goal,1
2114,1,maze,0.347405,135.9,27,goal2,1
2115,3,maze,0.347231,136.0,20,goal2,1
2116,4,maze,0.347058,137.6,28,goal2,1
2117,3,maze,0.346884,144.1,13,goal,1
2118,4,maze,0.346711,135.9,27,goal2,1
2119,0,maze,0.346537,120.1,53,goal,1
2120,3,maze,0.346364,142.9,17,goal2,1
2121,6,maze,0.346191,141.2,16,goal2,1
2122,2,maze,0.346018,140.9,17,goal2,1
2123,5,maze,0.345845,134.9,17,goal,1
2124,2,maze,0.345672,132.3,19,goal,1
2125,1,maze,0.345499,135.9,27,goal,1
2126,2,maze,0.345326,145.5,15,goal,1
2127,6,maze,0.345154,144.3,19,goal2,1
2128,1,maze,0.344981,124.9,37,goal,1
2129,0,maze,0.344808,108.6,78,goal,1
2130,4,maze,0.344636,133.0,30,goal2,1
2131,5,maze,0.344464,137.7,21,goal2,1
2132,0,maze,0.344292,131.3,29,goal,1
2133,4,maze,0.344119,136.7,31,goal2,1
2134,4,maze,0.343947,134.8,24,goal2,1
2135,1,maze,0.343775,126.2,26,goal,1
2136,6,maze,0.343603,134.2,26,goal2,1
2137,2,maze,0.343432,137.7,21,goal,1
2138,2,maze,0.34326,139.2,16,goal,1
2139,5,maze,0.343088,143.5,15,goal2,1
2140,6,maze,0.342917,131.6,28,goal2,1
2141,5,maze,0.342745,145.2,16,goal,1
2142,6,maze,0.342574,137.9,27,goal2,1
2143,1,maze,0.342403,133.3,29,goal,1
2144,1,maze,0.342231,140.2,26,goal2,1
2145,0,maze,0.34206,127.8,34,goal,1
2146,1,maze,0.341889,143.5,15,goal2,1
2147,2,maze,0.341718,143.2,16,goal2,1
2148,1,maze,0.341547,130.7,31,goal,1
2149,1,maze,0.341377,111.8,54,goal2,1
2150,4,maze,0.341206,136.2,26,goal2,1
2151,1,maze,0.341035,143.7,21,goal2,1
2152,6,maze,0.340865,130.4,32,goal2,1
2153,6,maze,0.340694,135.6,28,goal2,1
2154,5,maze,0.340524,135.4,22,goal2,1
2155,0,maze,0.340354,132.6,18,goal,1
2156,1,maze,0.340184,125.2,36,goal2,1
2157,6,maze,0.340014,123.3,49,goal2,1
2158,5,maze,0.339844,138.7,31,goal2,1
2159,3,maze,0.339674,137.4,22,goal,1
2160,3,maze,0.339504,128.5,25,goal2,1
2161,6,maze,0.339334,137.9,27,goal2,1
2162,4,maze,0.339164,137.7,21,goal,1
2163,6,maze,0.338995,132.8,24,goal2,1
2164,4,maze,0.338825,131.2,36,goal2,1
2165,3,maze,0.338656,142.0,20,goal2,1
2166,5,maze,0.338487,141.1,23,goal2,1
2167,4,maze,0.338317,125.1,43,goal2,1
2168,5,maze,0.338148,132.8,24,goal2,1
2169,5,maze,0.337979,141.5,15,goal2,1
2170,4,maze,0.33781,126.4,32,goal2,1
2171,2,maze,0.337641,139.5,15,goal2,1
2172,6,maze,0.337472,125.0,30,goal2,1
2173,5,maze,0.337304,126.8,24,goal2,1
2174,2,maze,0.337135,126.4,32,goal,1
2175,1,maze,0.336966,135.3,29,goal2,1
2176,3,maze,0.336798,136.0,20,goal2,1
2177,0,maze,0.33663,124.1,53,goal,1
2178,3,maze,0.336461,141.5,15,goal2,1
2179,3,maze,0.336293,134.8,24,goal2,1
2180,5,maze,0.336125,140.0,20,goal2,1
2181,2,maze,0.335957,138.0,20,goal,1
2182,6,maze,0.335789,136.8,24,goal2,1
2183,2,maze,0.335621,134.2,26,goal,1
2184,4,maze,0.335453,131.9,27,goal2,1
2185,0,maze,0.335285,131.3,29,goal,1
2186,2,maze,0.335118,138.9,17,goal2,1
2187,4,maze,0.33495,136.2,26,goal2,1
2188,0,maze,0.334783,136.6,18,goal,1
2189,2,maze,0.334615,142.9,17,goal2,1
2190,3,maze,0.334448,144.1,13,goal,1
2191,3,maze,0.334281,142.6,18,goal,1
2192,0,maze,0.334114,130.4,32,goal,1
2193,0,maze,0.333947,20.1,213,goal,1
2194,2,maze,0.33378,137.2,16,goal2,1
2195,6,maze,0.333613,144.3,19,goal2,1
2196,2,maze,0.333446,133.7,21,goal,1
2197,0,maze,0.333279,137.7,21,goal,1
2198,5,maze,0.333113,136.3,19,goal2,1
2199,6,maze,0.332946,140.5,25,goal2,1
2200,6,maze,0.33278,123.0,30,goal2,1
2201,0,maze,0.332613,127.1,43,goal,1
2202,4,maze,0.332447,142.6,18,goal2,1
2203,4,maze,0.332281,133.8,34,goal2,1
2204,4,maze,0.332114,140.0,20,goal2,1
2205,3,maze,0.331948,124.3,39,goal,1
2206,3,maze,0.331782,143.2,16,goal,1
2207,4,maze,0.331617,143.5,15,goal2,1
2208,4,maze,0.331451,136.5,25,goal2,1
2209,6,maze,0.331285,140.3,19,goal,1
2210,5,maze,0.331119,142.0,20,goal2,1
2211,0,maze,0.330954,142.8,24,goal2,1
2212,3,maze,0.330788,145.2,16,goal2,1
2213,6,maze,0.330623,140.0,20,goal2,1
2214,4,maze,0.330458,130.8,24,goal2,1
2215,5,maze,0.330292,113.4,42,goal2,1
2216,1,maze,0.330127,145.2,16,goal2,1
2217,2,maze,0.329962,139.7,21,goal2,1
2218,4,maze,0.329797,131.3,29,goal2,1
2219,3,maze,0.329632,138.3,19,goal2,1
2220,4,maze,0.329467,145.2,16,goal2,1
2221,1,maze,0.329303,140.9,17,goal2,1
2222,0,maze,0.329138,139.7,21,goal,1
2223,3,maze,0.328974,143.5,15,goal,1
2224,0,maze,0.328809,114.9,57,goal,1
2225,6,maze,0.328645,138.9,17,goal2,1
2226,6,maze,0.32848,133.9,27,goal2,1
2227,2,maze,0.328316,140.6,18,goal,1
2228,5,maze,0.328152,138.0,20,goal,1
2229,0,maze,0.327988,134.5,25,goal,1
2230,4,maze,0.327824,133.1,23,goal2,1
2231,5,maze,0.32766,143.5,15,goal2,1
2232,1,maze,0.327496,138.3,19,goal2,1
2233,0,maze,0.327332,137.9,27,goal,1
2234,1,maze,0.327169,140.9,17,goal2,1
