episode,scenario_id,scenario_type,epsilon,episode_reward,episode_length,done_reason,success
13878,13,traps,0.05,142.6,18,goal,1
13879,17,key,0.05,129.6,108,goal,1
13880,8,traps,0.05,144.9,17,goal,1
13881,17,key,0.05,53.0,310,goal,1
13882,11,traps,0.05,141.3,29,goal,1
13883,11,traps,0.05,114.8,34,goal,1
13884,14,key,0.05,152.8,44,goal,1
13885,20,key,0.05,126.4,132,goal,1
13886,3,maze,0.05,144.1,13,goal2,1
13887,13,traps,0.05,142.8,24,goal,1
13888,2,maze,0.05,146.4,12,goal,1
13889,15,key,0.05,73.3,289,goal,1
13890,13,traps,0.05,146.4,12,goal,1
13891,16,key,0.05,155.1,43,goal,1
13892,16,key,0.05,134.5,105,goal,1
13893,0,maze,0.05,144.9,17,goal,1
13894,5,maze,0.05,146.1,13,goal2,1
13895,19,key,0.05,153.6,48,goal,1
13896,8,traps,0.05,144.6,18,goal,1
13897,4,maze,0.05,144.0,20,goal2,1
13898,9,traps,0.05,144.6,18,goal,1
13899,1,maze,0.05,143.8,14,goal2,1
13900,18,key,0.05,159.5,35,goal,1
13901,1,maze,0.05,144.6,18,goal2,1
13902,6,maze,0.05,143.4,22,goal2,1
13903,12,traps,0.05,148.8,4,goal,1
13904,15,key,0.05,114.1,133,goal,1
13905,21,key,0.05,156.4,32,goal,1
13906,17,key,0.05,107.7,161,goal,1
13907,16,key,0.05,141.0,70,goal,1
13908,2,maze,0.05,145.2,16,goal2,1
13909,5,maze,0.05,141.1,23,goal2,1
13910,14,key,0.05,79.2,196,goal,1
13911,16,key,0.05,117.8,114,goal,1
13912,12,traps,0.05,141.0,30,goal,1
13913,17,key,0.05,50.0,320,goal,1
13914,12,traps,0.05,140.5,25,goal,1
13915,12,traps,0.05,145.8,14,goal,1
13916,19,key,0.05,60.8,324,goal,1
13917,8,traps,0.05,142.6,18,goal,1
13918,6,maze,0.05,141.1,23,goal2,1
13919,5,maze,0.05,146.1,13,goal,1
13920,0,maze,0.05,142.5,25,goal,1
13921,5,maze,0.05,141.2,16,goal2,1
13922,18,key,0.05,160.5,25,goal,1
13923,6,maze,0.05,144.0,20,goal2,1
13924,18,key,0.05,152.9,37,goal,1
13925,0,maze,0.05,145.2,16,goal,1
13926,16,key,0.05,49.2,256,goal,1
13927,14,key,0.05,156.0,40,goal,1
13928,16,key,0.05,124.5,85,goal,1
13929,16,key,0.05,130.9,97,goal,1
13930,8,traps,0.05,142.6,18,goal,1
13931,9,traps,0.05,147.6,8,goal,1
13932,7,traps,0.05,146.4,12,goal,1
13933,9,traps,0.05,142.2,26,goal,1
13934,8,traps,0.05,145.8,14,goal,1
13935,17,key,0.05,64.1,313,goal,1
13936,3,maze,0.05,146.4,12,goal2,1
13937,5,maze,0.05,144.1,13,goal,1
13938,7,traps,0.05,142.8,24,goal,1
13939,1,maze,0.05,144.6,18,goal,1
13940,17,key,0.05,80.4,252,goal,1
13941,7,traps,0.05,144.0,20,goal,1
13942,9,traps,0.05,147.0,10,goal,1
13943,1,maze,0.05,144.0,20,goal,1
13944,20,key,0.05,164.7,11,goal,1
13945,4,maze,0.05,144.3,19,goal2,1
13946,8,traps,0.05,146.7,11,goal,1
13947,4,maze,0.05,145.8,14,goal2,1
13948,8,traps,0.05,146.7,11,goal,1
13949,1,maze,0.05,142.6,18,goal2,1
13950,20,key,0.05,161.6,28,goal,1
13951,7,traps,0.05,144.6,18,goal,1
13952,6,maze,0.05,141.8,14,goal2,1
13953,17,key,0.05,124.0,120,goal,1
13954,3,maze,0.05,142.8,24,goal,1
13955,0,maze,0.05,141.4,22,goal,1
13956,20,key,0.05,161.7,21,goal,1
13957,11,traps,0.05,146.1,13,goal,1
13958,20,key,0.05,164.9,17,goal,1
13959,19,key,0.05,167.0,10,goal,1
13960,11,traps,0.05,144.6,18,goal,1
13961,10,traps,0.05,140.7,31,goal,1
13962,2,maze,0.05,145.8,14,goal,1
13963,17,key,0.05,28.8,404,goal,1
13964,8,traps,0.05,144.3,19,goal,1
13965,4,maze,0.05,143.1,23,goal2,1
13966,13,traps,0.05,144.3,19,goal,1
13967,19,key,0.05,162.2,26,goal,1
13968,9,traps,0.05,139.9,27,goal,1
13969,10,traps,0.05,141.3,29,goal,1
13970,1,maze,0.05,145.5,15,goal2,1
13971,20,key,0.05,159.5,35,goal,1
13972,0,maze,0.05,139.4,22,goal,1
13973,11,traps,0.05,135.9,27,goal,1
13974,7,traps,0.05,146.7,11,goal,1
13975,8,traps,0.05,144.6,18,goal,1
13976,5,maze,0.05,141.8,14,goal,1
13977,8,traps,0.05,144.4,12,goal,1
13978,0,maze,0.05,145.5,15,goal,1
13979,17,key,0.05,106.5,165,goal,1
13980,21,key,0.05,158.0,40,goal,1
13981,18,key,0.05,165.2,16,goal,1
13982,3,maze,0.05,145.8,14,goal2,1
13983,12,traps,0.05,144.6,18,goal,1
13984,20,key,0.05,161.4,22,goal,1
13985,8,traps,0.05,144.9,17,goal,1
13986,20,key,0.05,162.8,24,goal,1
13987,20,key,0.05,114.5,125,goal,1
13988,19,key,0.05,105.6,48,goal,1
13989,17,key,0.05,122.4,112,goal,1
13990,6,maze,0.05,144.9,17,goal,1
13991,14,key,0.05,157.4,42,goal,1
13992,7,traps,0.05,146.7,11,goal,1
13993,10,traps,0.05,144.0,20,goal,1
13994,8,traps,0.05,141.2,16,goal,1
13995,6,maze,0.05,146.1,13,goal2,1
13996,18,key,0.05,164.3,19,goal,1
13997,20,key,0.05,123.0,110,goal,1
13998,12,traps,0.05,140.1,33,goal,1
13999,4,maze,0.05,138.0,20,goal2,1
14000,14,key,0.05,148.0,60,goal,1
14001,7,traps,0.05,144.3,19,goal,1
14002,13,traps,0.05,145.8,14,goal,1
14003,11,traps,0.05,148.8,4,goal,1
14004,4,maze,0.05,144.3,19,goal2,1
14005,15,key,0.05,142.1,93,goal,1
14006,2,maze,0.05,146.1,13,goal2,1
14007,15,key,0.05,65.1,303,goal,1
14008,5,maze,0.05,145.8,14,goal2,1
14009,14,key,0.05,131.8,94,goal,1
14010,5,maze,0.05,143.5,15,goal2,1
14011,5,maze,0.05,140.5,25,goal2,1
14012,6,maze,0.05,141.4,22,goal2,1
14013,18,key,0.05,155.3,49,goal,1
14014,15,key,0.05,130.0,120,goal,1
14015,5,maze,0.05,146.1,13,goal,1
14016,20,key,0.05,166.7,11,goal,1
14017,9,traps,0.05,148.2,6,goal,1
14018,0,maze,0.05,146.1,13,goal2,1
14019,9,traps,0.05,143.7,21,goal,1
14020,5,maze,0.05,146.4,12,goal,1
14021,5,maze,0.05,141.8,14,goal2,1
14022,12,traps,0.05,138.0,20,goal,1
14023,21,key,0.05,162.5,25,goal,1
14024,19,key,0.05,166.7,11,goal,1
14025,6,maze,0.05,144.6,18,goal2,1
14026,2,maze,0.05,145.8,14,goal2,1
14027,4,maze,0.05,140.9,17,goal2,1
14028,2,maze,0.05,145.5,15,goal,1
14029,13,traps,0.05,142.8,24,goal,1
14030,7,traps,0.05,146.1,13,goal,1
14031,14,key,0.05,134.8,104,goal,1
14032,20,key,0.05,118.9,67,goal,1
14033,12,traps,0.05,137.7,21,goal,1
14034,3,maze,0.05,142.6,18,goal2,1
14035,16,key,0.05,134.3,79,goal,1
14036,4,maze,0.05,142.6,18,goal2,1
14037,0,maze,0.05,145.8,14,goal2,1
14038,19,key,0.05,164.4,12,goal,1
14039,3,maze,0.05,143.5,15,goal2,1
14040,12,traps,0.05,141.6,28,goal,1
14041,12,traps,0.05,144.6,18,goal,1
14042,0,maze,0.05,142.2,26,goal,1
14043,3,maze,0.05,142.9,17,goal2,1
14044,0,maze,0.05,143.7,21,goal,1
14045,20,key,0.05,105.3,99,goal,1
14046,1,maze,0.05,144.6,18,goal2,1
14047,4,maze,0.05,144.3,19,goal2,1
14048,7,traps,0.05,143.7,21,goal,1
14049,2,maze,0.05,143.8,14,goal2,1
14050,8,traps,0.05,122.3,9,goal,1
14051,4,maze,0.05,143.2,16,goal2,1
14052,20,key,0.05,159.4,22,goal,1
14053,19,key,0.05,164.3,19,goal,1
14054,0,maze,0.05,142.2,26,goal,1
14055,0,maze,0.05,142.6,18,goal,1
14056,3,maze,0.05,145.5,15,goal2,1
14057,17,key,0.05,76.0,220,goal,1
14058,10,traps,0.05,146.4,12,goal,1
14059,2,maze,0.05,145.8,14,goal2,1
14060,6,maze,0.05,144.9,17,goal2,1
14061,4,maze,0.05,144.6,18,goal2,1
14062,15,key,0.05,140.7,71,goal,1
14063,18,key,0.05,165.5,15,goal,1
14064,14,key,0.05,158.4,32,goal,1
14065,5,maze,0.05,146.4,12,goal2,1
14066,9,traps,0.05,142.3,19,goal,1
14067,10,traps,0.05,120.5,15,goal,1
14068,15,key,0.05,127.0,110,goal,1
14069,4,maze,0.05,144.9,17,goal2,1
14070,7,traps,0.05,145.2,16,goal,1
14071,1,maze,0.05,142.9,17,goal2,1
14072,17,key,0.05,65.0,250,goal,1
14073,8,traps,0.05,143.5,15,goal,1
14074,20,key,0.05,123.7,101,goal,1
14075,17,key,0.05,114.5,145,goal,1
14076,3,maze,0.05,143.5,15,goal,1
14077,0,maze,0.05,144.6,18,goal,1
14078,1,maze,0.05,146.4,12,goal2,1
14079,3,maze,0.05,143.2,16,goal2,1
14080,17,key,0.05,104.9,157,goal,1
14081,9,traps,0.05,142.8,24,goal,1
14082,3,maze,0.05,146.4,12,goal,1
14083,16,key,0.05,135.8,74,goal,1
14084,13,traps,0.05,149.4,2,goal,1
14085,4,maze,0.05,145.5,15,goal2,1
14086,0,maze,0.05,145.8,14,goal2,1
14087,7,traps,0.05,139.4,22,goal,1
14088,0,maze,0.05,143.1,23,goal,1
14089,7,traps,0.05,144.9,17,goal,1
14090,13,traps,0.05,145.8,14,goal,1
14091,12,traps,0.05,145.8,14,goal,1
14092,4,maze,0.05,144.3,19,goal2,1
14093,11,traps,0.05,144.3,19,goal,1
14094,20,key,0.05,44.9,247,goal,1
14095,9,traps,0.05,129.9,67,goal,1
14096,7,traps,0.05,146.1,13,goal,1
14097,21,key,0.05,143.1,83,goal,1
14098,12,traps,0.05,142.5,25,goal,1
14099,21,key,0.05,139.6,88,goal,1
14100,3,maze,0.05,146.4,12,goal2,1
14101,15,key,0.05,85.0,250,goal,1
14102,5,maze,0.05,146.1,13,goal2,1
14103,3,maze,0.05,146.1,13,goal,1
14104,7,traps,0.05,147.9,7,goal,1
14105,3,maze,0.05,146.1,13,goal,1
14106,9,traps,0.05,142.8,24,goal,1
14107,11,traps,0.05,139.3,29,goal,1
14108,2,maze,0.05,143.8,14,goal2,1
14109,19,key,0.05,166.7,11,goal,1
14110,10,traps,0.05,147.6,8,goal,1
14111,3,maze,0.05,145.5,15,goal,1
14112,11,traps,0.05,141.9,27,goal,1
14113,2,maze,0.05,146.1,13,goal2,1
14114,1,maze,0.05,145.2,16,goal2,1
14115,19,key,0.05,134.3,99,goal,1
14116,4,maze,0.05,144.3,19,goal2,1
14117,5,maze,0.05,143.8,14,goal2,1
14118,13,traps,0.05,148.8,4,goal,1
14119,16,key,0.05,43.3,229,goal,1
14120,10,traps,0.05,142.2,26,goal,1
14121,19,key,0.05,165.8,14,goal,1
14122,5,maze,0.05,146.1,13,goal2,1
14123,21,key,0.05,160.7,31,goal,1
14124,13,traps,0.05,149.4,2,goal,1
14125,4,maze,0.05,144.9,17,goal2,1
14126,21,key,0.05,155.2,36,goal,1
14127,21,key,0.05,147.2,56,goal,1
14128,9,traps,0.05,140.8,24,goal,1
14129,19,key,0.05,153.2,56,goal,1
14130,9,traps,0.05,141.4,22,goal,1
14131,11,traps,0.05,143.4,22,goal,1
14132,3,maze,0.05,143.2,16,goal,1
14133,8,traps,0.05,147.3,9,goal,1
14134,15,key,0.05,96.9,197,goal,1
14135,21,key,0.05,160.4,32,goal,1
14136,11,traps,0.05,118.7,21,goal,1
14137,8,traps,0.05,119.6,18,goal,1
14138,2,maze,0.05,145.5,15,goal,1
14139,0,maze,0.05,140.8,24,goal,1
14140,4,maze,0.05,143.7,21,goal2,1
14141,20,key,0.05,166.4,12,goal,1
14142,4,maze,0.05,143.7,21,goal2,1
14143,10,traps,0.05,139.3,29,goal,1
14144,4,maze,0.05,144.6,18,goal2,1
14145,12,traps,0.05,144.9,17,goal,1
14146,14,key,0.05,138.4,92,goal,1
14147,15,key,0.05,130.3,99,goal,1
14148,2,maze,0.05,146.1,13,goal2,1
14149,3,maze,0.05,145.8,14,goal2,1
14150,18,key,0.05,162.5,25,goal,1
14151,13,traps,0.05,144.6,18,goal,1
14152,8,traps,0.05,146.1,13,goal,1
14153,4,maze,0.05,143.7,21,goal2,1
14154,2,maze,0.05,146.1,13,goal,1
14155,10,traps,0.05,141.9,27,goal,1
14156,4,maze,0.05,143.7,21,goal2,1
14157,5,maze,0.05,146.4,12,goal2,1
14158,12,traps,0.05,148.5,5,goal,1
14159,11,traps,0.05,144.9,17,goal,1
14160,10,traps,0.05,145.8,14,goal,1
14161,15,key,0.05,109.3,169,goal,1
14162,13,traps,0.05,146.1,13,goal,1
14163,15,key,0.05,40.2,326,goal,1
14164,13,traps,0.05,144.7,11,goal,1
14165,19,key,0.05,84.2,156,goal,1
14166,20,key,0.05,167.0,10,goal,1
14167,10,traps,0.05,139.0,30,goal,1
14168,4,maze,0.05,145.5,15,goal2,1
14169,20,key,0.05,167.3,9,goal,1
14170,7,traps,0.05,147.9,7,goal,1
14171,12,traps,0.05,143.7,21,goal,1
14172,13,traps,0.05,142.2,26,goal,1
14173,17,key,0.05,102.4,172,goal,1
14174,15,key,0.05,123.9,107,goal,1
14175,17,key,0.05,72.8,244,goal,1
14176,17,key,0.05,97.0,190,goal,1
14177,15,key,0.05,111.1,163,goal,1
14178,17,key,0.05,56.3,319,goal,1
14179,17,key,0.05,65.5,295,goal,1
14180,7,traps,0.05,145.5,15,goal,1
14181,12,traps,0.05,149.1,3,goal,1
14182,2,maze,0.05,146.4,12,goal,1
14183,18,key,0.05,164.3,19,goal,1
14184,13,traps,0.05,143.4,22,goal,1
14185,16,key,0.05,112.7,131,goal,1
14186,18,key,0.05,164.9,17,goal,1
14187,7,traps,0.05,144.3,19,goal,1
14188,2,maze,0.05,146.4,12,goal2,1
14189,7,traps,0.05,140.2,26,goal,1
14190,11,traps,0.05,140.4,32,goal,1
14191,0,maze,0.05,143.5,15,goal2,1
14192,6,maze,0.05,143.7,21,goal2,1
14193,0,maze,0.05,143.1,23,goal,1
14194,11,traps,0.05,144.0,20,goal,1
14195,17,key,0.05,18.2,426,goal,1
14196,15,key,0.05,74.7,271,goal,1
14197,4,maze,0.05,142.9,17,goal2,1
14198,3,maze,0.05,138.3,19,goal2,1
14199,1,maze,0.05,141.1,23,goal,1
14200,11,traps,0.05,143.2,16,goal,1
14201,11,traps,0.05,149.1,3,goal,1
14202,4,maze,0.05,142.0,20,goal2,1
14203,9,traps,0.05,145.2,16,goal,1
14204,14,key,0.05,152.1,53,goal,1
14205,4,maze,0.05,144.3,19,goal2,1
14206,17,key,0.05,21.8,334,goal,1
14207,13,traps,0.05,143.1,23,goal,1
14208,7,traps,0.05,144.3,19,goal,1
14209,6,maze,0.05,139.4,22,goal2,1
14210,7,traps,0.05,142.5,25,goal,1
14211,1,maze,0.05,145.5,15,goal2,1
14212,4,maze,0.05,143.4,22,goal2,1
14213,3,maze,0.05,145.5,15,goal2,1
14214,4,maze,0.05,144.3,19,goal2,1
14215,12,traps,0.05,140.8,24,goal,1
14216,0,maze,0.05,141.7,21,goal,1
14217,13,traps,0.05,118.1,23,goal,1
14218,11,traps,0.05,144.0,20,goal,1
14219,1,maze,0.05,145.2,16,goal2,1
14220,3,maze,0.05,145.5,15,goal,1
14221,21,key,0.05,151.2,56,goal,1
14222,18,key,0.05,163.1,23,goal,1
14223,2,maze,0.05,146.4,12,goal,1
14224,15,key,0.05,132.3,99,goal,1
14225,19,key,0.05,167.3,9,goal,1
14226,5,maze,0.05,146.4,12,goal,1
14227,0,maze,0.05,143.7,21,goal,1
14228,4,maze,0.05,143.4,22,goal2,1
14229,11,traps,0.05,145.8,14,goal,1
14230,4,maze,0.05,143.4,22,goal2,1
14231,2,maze,0.05,143.5,15,goal,1
14232,7,traps,0.05,142.2,26,goal,1
14233,2,maze,0.05,146.4,12,goal2,1
14234,0,maze,0.05,143.2,16,goal,1
14235,18,key,0.05,129.3,89,goal,1
14236,13,traps,0.05,148.5,5,goal,1
14237,4,maze,0.05,145.5,15,goal2,1
14238,5,maze,0.05,143.8,14,goal,1
14239,15,key,0.05,93.3,229,goal,1
14240,4,maze,0.05,145.5,15,goal2,1
14241,16,key,0.05,160.1,33,goal,1
14242,9,traps,0.05,140.2,26,goal,1
14243,15,key,0.05,137.0,90,goal,1
14244,13,traps,0.05,144.9,17,goal,1
14245,10,traps,0.05,149.4,2,goal,1
14246,14,key,0.05,136.5,85,goal,1
14247,20,key,0.05,-155.0,450,timeout,0
14248,0,maze,0.05,140.8,24,goal,1
14249,9,traps,0.05,143.1,23,goal,1
14250,3,maze,0.05,145.8,14,goal,1
14251,4,maze,0.05,144.3,19,goal2,1
14252,1,maze,0.05,142.0,20,goal2,1
14253,20,key,0.05,158.1,33,goal,1
14254,1,maze,0.05,144.0,20,goal2,1
14255,19,key,0.05,160.2,26,goal,1
14256,5,maze,0.05,144.1,13,goal2,1
14257,16,key,0.05,152.0,60,goal,1
14258,5,maze,0.05,146.4,12,goal2,1
14259,0,maze,0.05,145.2,16,goal,1
14260,12,traps,0.05,147.6,8,goal,1
14261,13,traps,0.05,144.0,20,goal,1
14262,21,key,0.05,133.7,101,goal,1
14263,14,key,0.05,157.1,43,goal,1
14264,17,key,0.05,-166.0,450,timeout,0
14265,8,traps,0.05,149.4,2,goal,1
14266,18,key,0.05,157.9,27,goal,1
14267,16,key,0.05,152.8,44,goal,1
14268,9,traps,0.05,142.2,26,goal,1
14269,7,traps,0.05,141.6,28,goal,1
14270,13,traps,0.05,144.0,20,goal,1
14271,5,maze,0.05,146.1,13,goal,1
14272,8,traps,0.05,145.5,15,goal,1
14273,2,maze,0.05,143.5,15,goal,1
14274,16,key,0.05,117.3,109,goal,1
14275,12,traps,0.05,143.7,21,goal,1
14276,4,maze,0.05,140.6,18,goal2,1
14277,6,maze,0.05,141.1,23,goal2,1
14278,12,traps,0.05,147.6,8,goal,1
14279,19,key,0.05,158.1,33,goal,1
14280,1,maze,0.05,146.4,12,goal2,1
14281,7,traps,0.05,144.9,17,goal,1
14282,12,traps,0.05,147.9,7,goal,1
14283,5,maze,0.05,144.1,13,goal2,1
14284,17,key,0.05,42.7,351,goal,1
14285,19,key,0.05,165.5,15,goal,1
14286,2,maze,0.05,143.5,15,goal,1
14287,14,key,0.05,152.8,44,goal,1
14288,15,key,0.05,127.1,123,goal,1
14289,10,traps,0.05,147.3,9,goal,1
14290,20,key,0.05,142.6,58,goal,1
14291,20,key,0.05,162.3,19,goal,1
14292,12,traps,0.05,145.2,16,goal,1
14293,12,traps,0.05,138.2,26,goal,1
14294,5,maze,0.05,144.1,13,goal,1
14295,1,maze,0.05,144.1,13,goal2,1
14296,11,traps,0.05,146.4,12,goal,1
14297,20,key,0.05,165.2,16,goal,1
14298,13,traps,0.05,145.2,16,goal,1
14299,6,maze,0.05,143.7,21,goal2,1
14300,8,traps,0.05,146.4,12,goal,1
14301,3,maze,0.05,146.4,12,goal2,1
14302,3,maze,0.05,143.8,14,goal2,1
14303,2,maze,0.05,144.1,13,goal2,1
14304,11,traps,0.05,143.8,14,goal,1
14305,19,key,0.05,148.6,58,goal,1
14306,10,traps,0.05,145.0,10,goal,1
14307,0,maze,0.05,136.7,31,goal,1
14308,7,traps,0.05,142.5,25,goal,1
14309,9,traps,0.05,140.8,24,goal,1
14310,5,maze,0.05,145.5,15,goal,1
14311,17,key,0.05,93.8,214,goal,1
14312,3,maze,0.05,144.1,13,goal2,1
14313,2,maze,0.05,141.2,16,goal,1
14314,6,maze,0.05,144.3,19,goal,1
14315,19,key,0.05,164.3,19,goal,1
14316,0,maze,0.05,140.5,25,goal,1
14317,9,traps,0.05,143.7,21,goal,1
14318,6,maze,0.05,145.8,14,goal2,1
14319,17,key,0.05,30.4,352,goal,1
14320,6,maze,0.05,144.3,19,goal,1
14321,20,key,0.05,-180.0,450,timeout,0
14322,1,maze,0.05,144.9,17,goal,1
14323,7,traps,0.05,143.1,23,goal,1
14324,8,traps,0.05,147.6,8,goal,1
14325,2,maze,0.05,145.8,14,goal,1
14326,18,key,0.05,164.3,19,goal,1
14327,18,key,0.05,160.8,24,goal,1
14328,1,maze,0.05,143.2,16,goal2,1
14329,18,key,0.05,161.0,30,goal,1
14330,15,key,0.05,78.4,252,goal,1
14331,1,maze,0.05,145.2,16,goal2,1
14332,1,maze,0.05,144.3,19,goal2,1
14333,10,traps,0.05,146.4,12,goal,1
14334,2,maze,0.05,146.4,12,goal2,1
14335,9,traps,0.05,140.8,24,goal,1
14336,0,maze,0.05,145.5,15,goal,1
14337,11,traps,0.05,148.5,5,goal,1
14338,9,traps,0.05,145.5,15,goal,1
14339,12,traps,0.05,143.1,23,goal,1
14340,16,key,0.05,136.8,84,goal,1
14341,6,maze,0.05,146.4,12,goal2,1
14342,10,traps,0.05,147.3,9,goal,1
14343,12,traps,0.05,142.2,26,goal,1
14344,11,traps,0.05,144.0,20,goal,1
14345,4,maze,0.05,145.8,14,goal2,1
14346,21,key,0.05,142.4,72,goal,1
14347,3,maze,0.05,146.1,13,goal,1
14348,10,traps,0.05,146.4,12,goal,1
14349,13,traps,0.05,-143.0,450,timeout,0
14350,16,key,0.05,138.6,78,goal,1
14351,3,maze,0.05,143.5,15,goal2,1
14352,16,key,0.05,157.7,41,goal,1
14353,4,maze,0.05,142.0,20,goal2,1
14354,0,maze,0.05,141.4,22,goal,1
14355,18,key,0.05,164.9,17,goal,1
14356,12,traps,0.05,140.4,32,goal,1
14357,15,key,0.05,148.4,72,goal,1
14358,18,key,0.05,156.4,32,goal,1
14359,1,maze,0.05,144.9,17,goal2,1
14360,9,traps,0.05,149.4,2,goal,1
14361,5,maze,0.05,143.8,14,goal2,1
14362,4,maze,0.05,143.5,15,goal2,1
14363,21,key,0.05,159.6,28,goal,1
14364,14,key,0.05,154.4,52,goal,1
14365,2,maze,0.05,146.4,12,goal2,1
14366,20,key,0.05,159.9,27,goal,1
14367,2,maze,0.05,145.8,14,goal2,1
14368,7,traps,0.05,142.2,26,goal,1
14369,6,maze,0.05,143.2,16,goal2,1
14370,21,key,0.05,131.3,69,goal,1
14371,20,key,0.05,126.2,36,goal,1
14372,4,maze,0.05,144.6,18,goal2,1
14373,5,maze,0.05,145.8,14,goal2,1
14374,16,key,0.05,107.4,142,goal,1
14375,16,key,0.05,159.2,36,goal,1
14376,19,key,0.05,146.7,71,goal,1
14377,20,key,0.05,147.5,55,goal,1
14378,16,key,0.05,113.2,136,goal,1
14379,10,traps,0.05,144.9,17,goal,1
14380,14,key,0.05,150.7,51,goal,1
14381,4,maze,0.05,144.3,19,goal2,1
14382,10,traps,0.05,134.7,31,goal,1
14383,9,traps,0.05,144.9,17,goal,1
14384,11,traps,0.05,149.1,3,goal,1
14385,19,key,0.05,131.0,110,goal,1
14386,13,traps,0.05,-151.0,450,timeout,0
14387,1,maze,0.05,144.6,18,goal2,1
14388,21,key,0.05,139.3,89,goal,1
14389,12,traps,0.05,144.9,17,goal,1
14390,7,traps,0.05,113.7,31,goal,1
14391,6,maze,0.05,143.5,15,goal2,1
14392,19,key,0.05,158.3,39,goal,1
14393,19,key,0.05,160.2,26,goal,1
14394,2,maze,0.05,146.4,12,goal2,1
14395,4,maze,0.05,144.6,18,goal2,1
14396,18,key,0.05,164.0,20,goal,1
14397,20,key,0.05,166.1,13,goal,1
14398,15,key,0.05,137.5,95,goal,1
14399,3,maze,0.05,145.2,16,goal2,1
14400,0,maze,0.05,146.1,13,goal2,1
14401,4,maze,0.05,142.0,20,goal2,1
14402,9,traps,0.05,114.8,34,goal,1
14403,17,key,0.05,99.4,182,goal,1
14404,2,maze,0.05,145.8,14,goal2,1
14405,15,key,0.05,138.5,105,goal,1
14406,3,maze,0.05,143.2,16,goal,1
14407,14,key,0.05,148.2,66,goal,1
14408,10,traps,0.05,143.1,23,goal,1
14409,5,maze,0.05,146.1,13,goal,1
14410,9,traps,0.05,149.4,2,goal,1
14411,5,maze,0.05,143.8,14,goal2,1
14412,2,maze,0.05,145.8,14,goal,1
14413,8,traps,0.05,142.3,19,goal,1
14414,18,key,0.05,152.9,57,goal,1
14415,11,traps,0.05,141.4,22,goal,1
14416,11,traps,0.05,142.6,18,goal,1
14417,2,maze,0.05,146.1,13,goal2,1
14418,2,maze,0.05,146.1,13,goal,1
14419,5,maze,0.05,146.1,13,goal,1
14420,14,key,0.05,156.9,37,goal,1
14421,8,traps,0.05,147.3,9,goal,1
14422,15,key,0.05,12.3,439,goal,1
14423,8,traps,0.05,146.1,13,goal,1
14424,14,key,0.05,152.8,44,goal,1
14425,20,key,0.05,161.1,23,goal,1
14426,4,maze,0.05,141.7,21,goal2,1
14427,3,maze,0.05,145.8,14,goal2,1
14428,18,key,0.05,156.5,45,goal,1
14429,15,key,0.05,120.9,137,goal,1
14430,1,maze,0.05,142.6,18,goal,1
14431,11,traps,0.05,144.7,11,goal,1
14432,9,traps,0.05,139.8,34,goal,1
14433,12,traps,0.05,148.8,4,goal,1
14434,13,traps,0.05,146.2,6,goal,1
14435,19,key,0.05,154.0,40,goal,1
14436,21,key,0.05,124.7,61,goal,1
14437,4,maze,0.05,145.5,15,goal2,1
14438,14,key,0.05,117.8,134,goal,1
14439,11,traps,0.05,147.9,7,goal,1
14440,16,key,0.05,160.1,33,goal,1
14441,19,key,0.05,159.5,35,goal,1
14442,10,traps,0.05,145.2,16,goal,1
14443,11,traps,0.05,139.2,36,goal,1
14444,2,maze,0.05,146.1,13,goal2,1
14445,21,key,0.05,143.9,67,goal,1
14446,13,traps,0.05,143.1,23,goal,1
14447,16,key,0.05,156.7,31,goal,1
14448,14,key,0.05,159.2,36,goal,1
14449,8,traps,0.05,148.8,4,goal,1
14450,21,key,0.05,137.2,96,goal,1
14451,1,maze,0.05,142.9,17,goal2,1
14452,19,key,0.05,165.2,16,goal,1
14453,20,key,0.05,160.7,31,goal,1
14454,1,maze,0.05,141.7,21,goal2,1
14455,7,traps,0.05,142.5,25,goal,1
14456,17,key,0.05,62.9,257,goal,1
14457,0,maze,0.05,144.0,20,goal,1
14458,4,maze,0.05,144.0,20,goal2,1
14459,3,maze,0.05,143.2,16,goal2,1
14460,9,traps,0.05,139.0,30,goal,1
14461,12,traps,0.05,146.4,12,goal,1
14462,5,maze,0.05,146.1,13,goal,1
14463,18,key,0.05,163.4,22,goal,1
14464,12,traps,0.05,138.9,37,goal,1
14465,2,maze,0.05,146.4,12,goal2,1
14466,7,traps,0.05,139.8,34,goal,1
14467,12,traps,0.05,144.6,18,goal,1
14468,14,key,0.05,149.7,61,goal,1
14469,21,key,0.05,158.9,37,goal,1
14470,2,maze,0.05,143.8,14,goal2,1
14471,11,traps,0.05,116.6,28,goal,1
14472,14,key,0.05,111.4,142,goal,1
14473,14,key,0.05,130.0,100,goal,1
14474,20,key,0.05,167.3,9,goal,1
14475,17,key,0.05,119.9,147,goal,1
14476,14,key,0.05,150.0,60,goal,1
14477,3,maze,0.05,144.3,19,goal,1
14478,2,maze,0.05,146.1,13,goal2,1
14479,5,maze,0.05,146.1,13,goal,1
14480,3,maze,0.05,146.1,13,goal2,1
14481,12,traps,0.05,144.6,18,goal,1
14482,13,traps,0.05,133.5,35,goal,1
14483,6,maze,0.05,145.2,16,goal2,1
14484,12,traps,0.05,148.8,4,goal,1
14485,10,traps,0.05,145.8,14,goal,1
